location,date,oxygen,phosphate,salinity,silicate,temperature
"(24.0, -84.0)",1970-06-30,4.503928571428571,0.07714285714285715,36.144,1.1875,27.816666666666666
"(24.0, -84.0)",1970-09-30,4.503928571428571,0.07714285714285715,36.008,1.1875,29.49
"(24.0, -84.0)",1970-10-31,4.503928571428571,0.07714285714285715,35.96,1.1875,28.21
"(24.0, -84.0)",1971-08-31,4.503928571428571,0.07714285714285715,26.2975,1.1875,3.7340000000000004
"(24.0, -84.0)",1972-04-30,4.503928571428571,0.07714285714285715,36.06,1.1875,26.22
"(24.0, -84.0)",1972-05-31,4.54,0.0,36.094125,1.0,27.424999999999997
"(24.0, -84.0)",1972-08-31,4.503928571428571,0.27,36.05,2.0,28.26
"(24.0, -84.0)",1973-05-31,4.503928571428571,0.07714285714285715,36.17,1.1875,26.91
"(24.0, -84.0)",1974-06-30,4.55,0.07714285714285715,35.58,1.1875,27.5
"(24.0, -84.0)",1974-07-31,4.52,0.07714285714285715,35.8,1.1875,27.38
"(24.0, -84.0)",1984-05-31,5.045,0.12,36.235,0.75,26.164499999999997
"(24.0, -84.0)",2000-05-31,4.503928571428571,0.07714285714285715,35.76975494791666,1.1875,27.957142857142856
"(24.0, -84.0)",2001-01-31,4.503928571428571,0.07714285714285715,35.76975494791666,1.1875,25.049999999999997
"(24.0, -85.0)",1960-03-31,4.602888888888888,0.04833333333333334,36.31,1.6383333333333334,25.9
"(24.0, -85.0)",1960-05-31,4.602888888888888,0.04833333333333334,36.195,1.6383333333333334,26.78
"(24.0, -85.0)",1962-02-28,4.59,0.04833333333333334,36.173,1.6383333333333334,25.94
"(24.0, -85.0)",1962-05-31,4.602888888888888,0.14,36.267,1.6383333333333334,26.75
"(24.0, -85.0)",1962-06-30,4.69,0.04833333333333334,36.29,1.6383333333333334,28.46
"(24.0, -85.0)",1966-02-28,4.66,0.04833333333333334,36.235,1.6383333333333334,24.72
"(24.0, -85.0)",1966-06-30,4.602888888888888,0.04833333333333334,36.14,1.6383333333333334,28.615000000000002
"(24.0, -85.0)",1967-03-31,4.602888888888888,0.04833333333333334,35.78,1.6383333333333334,25.9
"(24.0, -85.0)",1967-06-30,3.865,0.04833333333333334,35.7915,1.6383333333333334,23.0575
"(24.0, -85.0)",1967-08-31,4.602888888888888,0.04833333333333334,35.845,1.6383333333333334,29.45
"(24.0, -85.0)",1967-09-30,4.602888888888888,0.04833333333333334,35.821666666666665,1.6383333333333334,28.633333333333336
"(24.0, -85.0)",1968-02-29,4.602888888888888,0.04833333333333334,35.786,1.6383333333333334,25.31
"(24.0, -85.0)",1968-05-31,4.88,0.04833333333333334,36.104,1.6383333333333334,26.786666666666665
"(24.0, -85.0)",1968-08-31,4.602888888888888,0.04833333333333334,36.218,1.6383333333333334,29.52
"(24.0, -85.0)",1968-11-30,4.56,0.0,36.165,2.83,27.7
"(24.0, -85.0)",1969-05-31,4.602888888888888,0.04833333333333334,36.08266666666666,1.6383333333333334,28.039999999999996
"(24.0, -85.0)",1969-06-30,4.759999999999999,0.04833333333333334,36.026666666666664,1.6383333333333334,29.24
"(24.0, -85.0)",1969-09-30,4.602888888888888,0.04833333333333334,36.045,1.6383333333333334,29.115000000000002
"(24.0, -85.0)",1970-02-28,4.602888888888888,0.04833333333333334,35.94,1.6383333333333334,24.1
"(24.0, -85.0)",1970-03-31,4.602888888888888,0.04833333333333334,35.88,1.6383333333333334,23.9
"(24.0, -85.0)",1970-05-31,4.65,0.04833333333333334,36.122499999999995,1.6383333333333334,25.89
"(24.0, -85.0)",1970-06-30,4.602888888888888,0.04833333333333334,36.001999999999995,1.6383333333333334,27.976000000000006
"(24.0, -85.0)",1970-10-31,4.51,0.04833333333333334,36.0212,1.6383333333333334,28.168
"(24.0, -85.0)",1971-08-31,4.602888888888888,0.04833333333333334,35.14083333333334,1.6383333333333334,8.731666666666667
"(24.0, -85.0)",1972-05-31,4.52,0.0,36.074571428571424,1.0,27.384285714285713
"(24.0, -85.0)",1973-05-31,4.66,0.04833333333333334,36.138666666666666,2.0,27.05333333333333
"(24.0, -85.0)",1974-06-30,4.473333333333334,0.04833333333333334,35.949999999999996,1.6383333333333334,28.046666666666667
"(24.0, -85.0)",1983-03-31,4.875,0.05000000000000001,36.059333333333335,1.2,25.28633333333333
"(24.0, -85.0)",1983-11-30,4.46,0.08,36.13,1.3,27.779
"(24.0, -85.0)",1984-05-31,4.89,0.02,36.229,1.5,27.24
"(24.0, -85.0)",2001-01-31,4.602888888888888,0.04833333333333334,36.03212015873016,1.6383333333333334,23.5
"(24.0, -86.0)",1961-06-30,4.540208333333333,0.06666666666666667,36.09,1.1749999999999998,27.44
"(24.0, -86.0)",1962-05-31,4.540208333333333,0.06666666666666667,36.235,1.1749999999999998,26.83
"(24.0, -86.0)",1965-01-31,4.720000000000001,0.06666666666666667,35.93,1.1749999999999998,26.605
"(24.0, -86.0)",1965-05-31,4.540208333333333,0.06666666666666667,36.189,1.1749999999999998,26.51
"(24.0, -86.0)",1965-09-30,4.540208333333333,0.06666666666666667,36.16,1.1749999999999998,29.46
"(24.0, -86.0)",1965-12-31,4.540208333333333,0.06666666666666667,36.153,1.1749999999999998,25.94
"(24.0, -86.0)",1966-02-28,4.6466666666666665,0.06666666666666667,36.19466666666666,1.1749999999999998,25.133333333333336
"(24.0, -86.0)",1966-06-30,4.57,0.06666666666666667,36.0585,1.1749999999999998,28.685
"(24.0, -86.0)",1966-11-30,4.4399999999999995,0.06666666666666667,36.1595,1.1749999999999998,27.130000000000003
"(24.0, -86.0)",1967-03-31,4.540208333333333,0.06666666666666667,36.022999999999996,1.1749999999999998,25.65
"(24.0, -86.0)",1967-06-30,4.540208333333333,0.06666666666666667,36.03,1.1749999999999998,28.2
"(24.0, -86.0)",1967-08-31,4.540208333333333,0.06666666666666667,36.086666666666666,1.1749999999999998,29.599999999999998
"(24.0, -86.0)",1967-09-30,4.540208333333333,0.06666666666666667,36.098,1.1749999999999998,28.7
"(24.0, -86.0)",1968-02-29,4.540208333333333,0.06666666666666667,35.7995,1.1749999999999998,25.765
"(24.0, -86.0)",1968-04-30,4.67,0.11,35.92,1.1749999999999998,25.86
"(24.0, -86.0)",1968-05-31,4.77,0.06666666666666667,36.066,1.1749999999999998,26.835
"(24.0, -86.0)",1968-08-31,4.540208333333333,0.06666666666666667,36.13766666666667,1.1749999999999998,29.30333333333333
"(24.0, -86.0)",1969-05-31,4.05,0.06666666666666667,36.148799999999994,1.1749999999999998,28.258999999999997
"(24.0, -86.0)",1969-06-30,4.91,0.06666666666666667,36.045,1.1749999999999998,29.08
"(24.0, -86.0)",1969-07-31,4.46,0.06666666666666667,35.95,1.1749999999999998,29.86
"(24.0, -86.0)",1969-08-31,4.28,0.06666666666666667,35.88,1.1749999999999998,29.3
"(24.0, -86.0)",1969-09-30,4.540208333333333,0.06666666666666667,36.04,1.1749999999999998,29.35
"(24.0, -86.0)",1970-05-31,4.65,0.06666666666666667,35.96666666666666,1.1749999999999998,27.143333333333334
"(24.0, -86.0)",1970-06-30,4.52,0.0,36.1362,1.1749999999999998,27.912222222222216
"(24.0, -86.0)",1970-10-31,4.526666666666666,0.13333333333333333,36.0,1.1749999999999998,28.38
"(24.0, -86.0)",1971-08-31,4.540208333333333,0.06666666666666667,35.3798,1.1749999999999998,11.754285714285714
"(24.0, -86.0)",1972-05-31,4.540208333333333,0.06666666666666667,36.256,1.1749999999999998,26.41
"(24.0, -86.0)",1972-12-31,4.540208333333333,0.06666666666666667,35.522499999999994,1.1749999999999998,4.63
"(24.0, -86.0)",1973-05-31,4.540208333333333,0.06666666666666667,36.18666666666667,1.1749999999999998,27.189999999999998
"(24.0, -86.0)",1974-06-30,4.51,0.06666666666666667,35.82,1.1749999999999998,28.305
"(24.0, -86.0)",1983-03-31,4.800000000000001,0.03,36.08,1.15,24.864
"(24.0, -86.0)",1983-11-30,4.12,0.06,36.169,1.2,27.66
"(24.0, -86.0)",2000-01-31,4.540208333333333,0.06666666666666667,36.028472916666665,1.1749999999999998,24.9
"(24.0, -86.0)",2000-05-31,4.540208333333333,0.06666666666666667,36.028472916666665,1.1749999999999998,27.625
"(24.0, -86.0)",2000-11-30,4.540208333333333,0.06666666666666667,36.028472916666665,1.1749999999999998,26.8
"(24.0, -86.0)",2000-12-31,4.540208333333333,0.06666666666666667,36.028472916666665,1.1749999999999998,26.8
"(24.0, -86.0)",2001-01-31,4.540208333333333,0.06666666666666667,36.028472916666665,1.1749999999999998,25.333333333333332
"(24.0, -87.0)",1961-06-30,4.655,0.055,36.144999999999996,1.6933333333333334,28.055
"(24.0, -87.0)",1961-11-30,4.655,0.055,36.26,1.6933333333333334,26.17
"(24.0, -87.0)",1962-02-28,4.79,0.055,35.968,1.6933333333333334,26.37
"(24.0, -87.0)",1962-11-30,4.655,0.055,36.323,1.6933333333333334,27.3
"(24.0, -87.0)",1965-09-30,4.54,0.055,36.246,1.6933333333333334,28.155
"(24.0, -87.0)",1966-02-28,4.8100000000000005,0.055,36.175,1.6933333333333334,24.509999999999998
"(24.0, -87.0)",1966-06-30,4.53,0.055,36.14633333333333,1.6933333333333334,28.17
"(24.0, -87.0)",1967-03-31,4.655,0.055,36.01,1.6933333333333334,25.8
"(24.0, -87.0)",1967-06-30,4.655,0.055,36.236666666666665,1.6933333333333334,28.62
"(24.0, -87.0)",1967-08-31,4.53,0.055,36.2005,1.6933333333333334,30.65
"(24.0, -87.0)",1967-09-30,4.655,0.055,35.716,1.6933333333333334,29.5
"(24.0, -87.0)",1968-05-31,5.05,0.055,36.132,1.6933333333333334,27.032
"(24.0, -87.0)",1968-08-31,4.655,0.055,36.036,1.6933333333333334,29.310000000000002
"(24.0, -87.0)",1968-11-30,4.695,0.015,36.2755,2.73,26.759999999999998
"(24.0, -87.0)",1969-05-31,4.14,0.055,36.178,1.6933333333333334,27.46777777777778
"(24.0, -87.0)",1969-07-31,4.744999999999999,0.055,36.09,1.6933333333333334,29.875
"(24.0, -87.0)",1969-08-31,4.0,0.055,35.99,1.6933333333333334,28.74
"(24.0, -87.0)",1969-09-30,4.655,0.055,35.99333333333333,1.6933333333333334,28.626666666666665
"(24.0, -87.0)",1970-05-31,5.05,0.055,35.92666666666667,1.6933333333333334,27.103333333333335
"(24.0, -87.0)",1970-06-30,4.715,0.1,35.95475,1.6933333333333334,28.523750000000003
"(24.0, -87.0)",1970-10-31,4.59,0.08,35.915333333333336,1.6933333333333334,28.34
"(24.0, -87.0)",1971-06-30,4.655,0.055,36.11,1.6933333333333334,27.44
"(24.0, -87.0)",1971-08-31,4.6175,0.055,36.0866,1.6933333333333334,28.848000000000003
"(24.0, -87.0)",1972-04-30,4.69,0.055,36.056,1.6933333333333334,25.71
"(24.0, -87.0)",1972-05-31,4.655,0.055,36.192,1.6933333333333334,25.85
"(24.0, -87.0)",1973-03-31,4.890000000000001,0.055,36.135000000000005,1.6933333333333334,25.44
"(24.0, -87.0)",1973-05-31,4.63,0.055,36.12275,1.0,27.365000000000002
"(24.0, -87.0)",1974-06-30,4.625,0.055,35.989999999999995,1.6933333333333334,28.54
"(24.0, -87.0)",1983-03-31,4.8075,0.025,36.0315,1.35,25.542499999999997
"(24.0, -87.0)",2000-01-31,4.655,0.055,36.091101149425285,1.6933333333333334,25.5
"(24.0, -87.0)",2000-05-31,4.655,0.055,36.091101149425285,1.6933333333333334,27.549999999999997
"(24.0, -87.0)",2000-11-30,4.655,0.055,36.091101149425285,1.6933333333333334,27.3
"(24.0, -87.0)",2000-12-31,4.655,0.055,36.091101149425285,1.6933333333333334,26.9
"(24.0, -87.0)",2001-01-31,4.655,0.055,36.091101149425285,1.6933333333333334,26.15
"(24.0, -88.0)",1961-06-30,4.724749999999999,0.09777777777777778,36.27,1.7266666666666666,27.17
"(24.0, -88.0)",1961-11-30,4.724749999999999,0.09777777777777778,36.2,1.7266666666666666,26.94
"(24.0, -88.0)",1964-05-31,4.75,0.09777777777777778,36.32,1.7266666666666666,26.64
"(24.0, -88.0)",1965-02-28,4.724749999999999,0.09777777777777778,36.585,1.7266666666666666,23.66
"(24.0, -88.0)",1965-08-31,4.724749999999999,0.09777777777777778,36.182,1.7266666666666666,29.14
"(24.0, -88.0)",1965-09-30,4.47,0.09777777777777778,36.3315,1.7266666666666666,29.185
"(24.0, -88.0)",1966-04-30,4.724749999999999,0.09777777777777778,36.39,1.7266666666666666,26.39
"(24.0, -88.0)",1966-06-30,4.724749999999999,0.09777777777777778,36.56,1.7266666666666666,29.37
"(24.0, -88.0)",1967-03-31,4.724749999999999,0.09777777777777778,36.154,1.7266666666666666,25.8
"(24.0, -88.0)",1967-06-30,4.68,0.09777777777777778,36.2015,1.7266666666666666,27.975
"(24.0, -88.0)",1967-08-31,4.724749999999999,0.09777777777777778,36.175,1.7266666666666666,30.1
"(24.0, -88.0)",1967-10-31,4.724749999999999,0.09777777777777778,36.329499999999996,1.7266666666666666,27.799999999999997
"(24.0, -88.0)",1968-02-29,4.724749999999999,0.09777777777777778,36.538,1.7266666666666666,22.44333333333334
"(24.0, -88.0)",1968-05-31,5.029999999999999,0.09777777777777778,36.460499999999996,1.7266666666666666,26.691666666666663
"(24.0, -88.0)",1968-08-31,4.724749999999999,0.09777777777777778,36.12533333333334,1.7266666666666666,28.599999999999998
"(24.0, -88.0)",1968-11-30,4.6615,0.025,36.418,2.32,26.11
"(24.0, -88.0)",1969-05-31,4.724749999999999,0.09777777777777778,36.135,1.7266666666666666,27.4
"(24.0, -88.0)",1969-06-30,4.48,0.09777777777777778,36.43,1.7266666666666666,29.36
"(24.0, -88.0)",1969-09-30,4.34,0.25,36.38225,1.7266666666666666,29.4925
"(24.0, -88.0)",1970-05-31,5.41,0.09777777777777778,36.306666666666665,1.7266666666666666,25.91333333333333
"(24.0, -88.0)",1970-06-30,4.63,0.09777777777777778,36.11225,1.7266666666666666,28.369999999999997
"(24.0, -88.0)",1970-10-31,4.54,0.09777777777777778,36.2765,1.7266666666666666,27.59
"(24.0, -88.0)",1971-08-31,4.76,0.09777777777777778,36.096,1.7266666666666666,28.330000000000002
"(24.0, -88.0)",1973-03-31,4.9,0.09777777777777778,36.375,1.7266666666666666,23.93
"(24.0, -88.0)",1974-06-30,4.52,0.09777777777777778,36.17,1.7266666666666666,27.995
"(24.0, -88.0)",1983-03-31,4.975,0.01833333333333333,36.27466666666666,1.1333333333333335,23.869666666666664
"(24.0, -88.0)",1986-06-30,4.724749999999999,0.09777777777777778,36.21625,1.7266666666666666,28.49625
"(24.0, -89.0)",1962-02-28,4.65,0.049999999999999996,36.411,1.3066666666666666,22.93
"(24.0, -89.0)",1964-05-31,4.37,0.049999999999999996,36.61,1.3066666666666666,26.32
"(24.0, -89.0)",1964-12-31,4.845000000000001,0.18,36.275000000000006,1.3066666666666666,25.62
"(24.0, -89.0)",1967-06-30,4.5,0.049999999999999996,36.688,1.3066666666666666,28.6
"(24.0, -89.0)",1967-08-31,4.46,0.049999999999999996,36.205,1.3066666666666666,29.9
"(24.0, -89.0)",1968-02-29,4.644900000000001,0.049999999999999996,36.518,1.3066666666666666,21.24
"(24.0, -89.0)",1968-11-30,4.864,0.0,36.458,2.07,26.12
"(24.0, -89.0)",1969-05-31,4.644900000000001,0.049999999999999996,36.255,1.3066666666666666,26.6625
"(24.0, -89.0)",1969-09-30,4.644900000000001,0.049999999999999996,36.42,1.3066666666666666,29.8
"(24.0, -89.0)",1970-05-31,4.644900000000001,0.049999999999999996,36.485,1.3066666666666666,25.450000000000003
"(24.0, -89.0)",1970-06-30,4.67,0.0,36.5375,1.3066666666666666,27.849999999999998
"(24.0, -89.0)",1970-10-31,4.644900000000001,0.049999999999999996,36.309999999999995,1.3066666666666666,28.01
"(24.0, -89.0)",1971-07-31,3.99,0.049999999999999996,36.49,1.3066666666666666,28.87
"(24.0, -89.0)",1971-08-31,4.644900000000001,0.049999999999999996,36.419,1.3066666666666666,29.91
"(24.0, -89.0)",1973-05-31,4.75,0.049999999999999996,36.292500000000004,1.0,26.16
"(24.0, -89.0)",1983-03-31,5.35,0.02,36.3195,0.85,22.66
"(24.0, -89.0)",2000-01-31,4.644900000000001,0.049999999999999996,36.41834375,1.3066666666666666,23.575
"(24.0, -89.0)",2000-12-31,4.644900000000001,0.049999999999999996,36.41834375,1.3066666666666666,25.225
"(24.0, -90.0)",1967-03-31,4.898750000000001,0.3,36.5225,1.255,23.5
"(24.0, -90.0)",1967-06-30,4.898750000000001,0.3,36.58,1.255,28.83
"(24.0, -90.0)",1967-10-31,4.898750000000001,0.3,36.394,1.255,27.7
"(24.0, -90.0)",1968-02-29,5.45,0.3,36.535,1.255,21.595
"(24.0, -90.0)",1969-04-30,5.36,0.3,36.413,1.255,24.74
"(24.0, -90.0)",1969-05-31,4.898750000000001,0.3,36.08,1.255,25.75
"(24.0, -90.0)",1969-07-31,4.345000000000001,0.3,36.485,1.255,29.72
"(24.0, -90.0)",1969-08-31,4.44,0.3,34.78,1.255,29.56
"(24.0, -90.0)",1970-06-30,4.898750000000001,0.3,36.54,1.255,27.59
"(24.0, -90.0)",1970-10-31,4.898750000000001,0.3,35.95,1.255,27.61
"(24.0, -90.0)",1971-08-31,4.898750000000001,0.3,36.544,1.255,28.79
"(24.0, -90.0)",2001-01-31,4.898750000000001,0.3,36.25668181818182,1.255,23.733333333333334
"(24.0, -91.0)",1960-02-29,4.570833333333334,0.3,36.47,1.255,21.78
"(24.0, -91.0)",1962-03-31,4.74,0.3,36.321,1.255,23.15
"(24.0, -91.0)",1965-08-31,4.55,0.3,36.352,1.255,29.32
"(24.0, -91.0)",1967-06-30,3.3,0.3,35.694,1.255,17.21
"(24.0, -91.0)",1967-09-30,4.570833333333334,0.3,36.713,1.255,29.5
"(24.0, -91.0)",1968-02-29,5.48,0.3,36.522000000000006,1.255,21.395
"(24.0, -91.0)",1969-07-31,4.725,0.6,35.9355,1.255,30.3
"(24.0, -91.0)",1970-10-31,4.63,0.0,36.47833333333333,1.255,27.80333333333333
"(24.0, -91.0)",1971-08-31,4.570833333333334,0.3,36.562,1.255,27.79
"(24.0, -91.0)",1972-12-31,4.570833333333334,0.3,34.945,1.255,4.77
"(24.0, -91.0)",2000-01-31,4.570833333333334,0.3,36.199283333333334,1.255,24.3
"(24.0, -92.0)",1965-04-30,4.84,0.0,36.6,1.255,24.53
"(24.0, -92.0)",1965-08-31,4.4399999999999995,0.014444444444444446,36.33,1.255,29.165
"(24.0, -92.0)",1966-02-28,4.92,0.014444444444444446,36.545500000000004,1.255,21.975
"(24.0, -92.0)",1967-03-31,4.767952380952381,0.014444444444444446,36.5065,1.255,22.2
"(24.0, -92.0)",1967-09-30,4.767952380952381,0.014444444444444446,36.301500000000004,1.255,28.75
"(24.0, -92.0)",1968-11-30,4.729,0.03,36.427,2.51,25.39
"(24.0, -92.0)",1969-04-30,5.12,0.014444444444444446,35.47266666666667,1.255,4.21
"(24.0, -92.0)",1969-07-31,4.303333333333334,0.014444444444444446,36.513333333333335,1.255,30.093333333333334
"(24.0, -92.0)",1971-08-31,4.767952380952381,0.014444444444444446,36.62,1.255,29.47
"(24.0, -92.0)",1973-04-30,5.023333333333333,0.013333333333333334,36.10033333333333,0.0,23.340000000000003
"(24.0, -92.0)",2000-01-31,4.767952380952381,0.014444444444444446,36.341683333333336,1.255,24.25
"(24.0, -93.0)",1962-03-31,4.22,0.39666666666666667,36.307,1.625,23.41
"(24.0, -93.0)",1964-02-29,4.84,0.0,36.606,1.625,21.73
"(24.0, -93.0)",1965-04-30,4.6,0.13,36.61,1.625,25.09
"(24.0, -93.0)",1965-08-31,4.34,0.39666666666666667,36.56,1.625,28.7
"(24.0, -93.0)",1967-03-31,4.5797,0.39666666666666667,36.426,1.625,22.7
"(24.0, -93.0)",1967-09-30,4.67,1.58,35.1845,1.625,16.465
"(24.0, -93.0)",1969-07-31,4.535,0.54,36.56433333333334,1.625,30.0
"(24.0, -93.0)",1970-11-30,4.59,0.39666666666666667,36.342,1.625,26.39
"(24.0, -93.0)",1971-05-31,4.61,0.39666666666666667,36.557,1.625,26.38
"(24.0, -93.0)",1971-08-31,4.5797,0.39666666666666667,36.573,1.625,29.64
"(24.0, -93.0)",1971-10-31,4.58,0.39666666666666667,36.513,1.625,27.34
"(24.0, -93.0)",1985-10-31,4.811999999999999,0.10999999999999999,36.2294,1.4500000000000002,28.217599999999997
"(24.0, -93.0)",1991-03-31,4.5797,0.02,36.425,1.8,23.436
"(24.0, -94.0)",1964-01-31,4.571666666666667,0.20666666666666667,36.588,0.6333333333333333,22.27
"(24.0, -94.0)",1967-09-30,4.571666666666667,0.20666666666666667,36.012,0.6333333333333333,28.6
"(24.0, -94.0)",1968-09-30,4.72,0.20666666666666667,36.6325,0.6333333333333333,29.59
"(24.0, -94.0)",1969-08-31,4.4,0.20666666666666667,36.2,0.6333333333333333,29.08
"(24.0, -94.0)",1970-11-30,4.61,0.20666666666666667,36.336,0.6333333333333333,25.84
"(24.0, -94.0)",1971-05-31,4.34,0.20666666666666667,36.481,0.6333333333333333,26.79
"(24.0, -94.0)",1971-08-31,4.571666666666667,0.20666666666666667,36.697,0.6333333333333333,29.28
"(24.0, -94.0)",1971-11-30,4.49,0.20666666666666667,36.562,0.6333333333333333,27.6
"(24.0, -94.0)",1986-01-31,4.87,0.20666666666666667,36.34166666666667,0.6333333333333333,22.908666666666665
"(24.0, -95.0)",1962-03-31,4.53,0.2783333333333333,36.232,0.9166666666666667,23.0
"(24.0, -95.0)",1964-01-31,4.65,0.02,36.549,0.9166666666666667,23.04
"(24.0, -95.0)",1965-10-31,4.61,0.2783333333333333,36.245,0.9166666666666667,28.02
"(24.0, -95.0)",1967-02-28,4.627962962962964,0.2783333333333333,36.433,0.9166666666666667,21.25
"(24.0, -95.0)",1967-09-30,4.627962962962964,0.2783333333333333,36.6125,0.9166666666666667,28.990000000000002
"(24.0, -95.0)",1969-07-31,4.44,0.66,36.736999999999995,0.9166666666666667,29.425
"(24.0, -95.0)",1970-11-30,4.58,0.2783333333333333,35.436,0.9166666666666667,25.07
"(24.0, -95.0)",1971-05-31,4.6,0.2783333333333333,36.48,0.9166666666666667,26.54
"(24.0, -95.0)",1971-08-31,4.627962962962964,0.2783333333333333,36.684,0.9166666666666667,29.17
"(24.0, -95.0)",1971-11-30,4.45,0.2783333333333333,36.628,0.9166666666666667,27.91
"(24.0, -95.0)",1986-01-31,4.925,0.23,36.2385,0.8,22.5415
"(24.0, -95.0)",1986-02-28,4.866666666666667,0.20333333333333334,36.36566666666667,1.0333333333333334,23.413333333333338
"(24.0, -96.0)",1962-03-31,4.65,0.19,36.237,0.875,23.61
"(24.0, -96.0)",1969-08-31,4.44,0.19,36.55,0.875,29.99
"(24.0, -96.0)",1970-11-30,4.58,0.19,36.256,0.875,25.08
"(24.0, -96.0)",1971-05-31,4.37,0.19,36.488,0.875,26.38
"(24.0, -96.0)",1971-08-31,4.5825000000000005,0.19,36.968,0.875,29.2
"(24.0, -96.0)",1971-11-30,4.57,0.19,36.621,0.875,27.88
"(24.0, -96.0)",1986-02-28,4.885000000000001,0.19,36.35525,0.875,23.1775
"(24.0, -97.0)",1967-02-28,4.575,0.02,36.426,2.3916666666666666,21.3
"(24.0, -97.0)",1967-08-31,4.575,0.02,36.81333333333333,2.3916666666666666,29.0
"(24.0, -97.0)",1969-08-31,4.575,0.02,36.44,2.3916666666666666,30.46
"(24.0, -97.0)",1970-11-30,4.5649999999999995,0.02,35.9065,2.3916666666666666,25.145
"(24.0, -97.0)",1971-05-31,4.645,0.02,36.403,2.3916666666666666,26.72
"(24.0, -97.0)",1971-11-30,4.515000000000001,0.02,35.952,2.3916666666666666,27.365000000000002
"(25.0, -80.0)",1960-03-31,4.525,0.02,36.3,2.3916666666666666,22.2
"(25.0, -80.0)",1960-08-31,4.525,0.02,36.15,2.3916666666666666,29.689999999999998
"(25.0, -80.0)",1962-06-30,4.525,0.02,36.336,2.3916666666666666,26.82
"(25.0, -80.0)",1964-02-29,4.525,0.02,36.426,2.3916666666666666,22.99
"(25.0, -80.0)",1964-03-31,4.525,0.02,36.233,2.3916666666666666,25.03
"(25.0, -80.0)",1964-04-30,4.525,0.02,36.356,2.3916666666666666,26.32
"(25.0, -80.0)",1964-05-31,4.525,0.02,36.532,2.3916666666666666,26.56
"(25.0, -80.0)",1964-06-30,4.525,0.02,36.44,2.3916666666666666,28.43
"(25.0, -80.0)",1964-07-31,4.525,0.02,36.49,2.3916666666666666,29.02
"(25.0, -80.0)",1964-08-31,4.525,0.02,36.328,2.3916666666666666,29.57
"(25.0, -80.0)",1964-09-30,4.43,0.02,36.292892266666655,2.3916666666666666,29.1
"(25.0, -80.0)",1964-10-31,4.525,0.02,35.899,2.3916666666666666,26.92
"(25.0, -80.0)",1965-01-31,4.525,0.02,36.125,2.3916666666666666,24.99
"(25.0, -80.0)",1965-02-28,4.525,0.02,36.168,2.3916666666666666,24.0
"(25.0, -80.0)",1965-03-31,4.525,0.02,36.239,2.3916666666666666,25.43
"(25.0, -80.0)",1965-04-30,4.525,0.02,36.218,2.3916666666666666,25.76
"(25.0, -80.0)",1965-05-31,4.525,0.02,36.404,2.3916666666666666,26.215884615384613
"(25.0, -80.0)",1965-06-30,4.525,0.02,36.305,2.3916666666666666,27.51
"(25.0, -80.0)",1965-07-31,4.525,0.02,36.426,2.3916666666666666,29.17
"(25.0, -80.0)",1965-09-30,4.525,0.02,36.154,2.3916666666666666,27.64
"(25.0, -80.0)",1965-11-30,4.525,0.02,36.295,2.3916666666666666,26.79
"(25.0, -80.0)",1965-12-31,4.525,0.02,36.69,2.3916666666666666,24.54
"(25.0, -80.0)",1966-01-31,4.525,0.02,36.8,2.3916666666666666,22.299999999999997
"(25.0, -80.0)",1966-02-28,4.525,0.02,36.166666666666664,2.3916666666666666,24.0
"(25.0, -80.0)",1970-10-31,4.525,0.02,35.65164000000001,2.3916666666666666,28.708000000000006
"(25.0, -80.0)",1971-03-31,4.525,0.02,36.292892266666655,2.3916666666666666,22.485
"(25.0, -80.0)",1972-11-30,4.62,0.02,36.19,2.3916666666666666,25.64
"(25.0, -81.0)",1960-02-29,4.57,0.09233333333333334,36.27571428571428,2.3916666666666666,22.542857142857144
"(25.0, -81.0)",1960-03-31,4.57,0.197,36.31888888888889,2.3916666666666666,22.345555555555553
"(25.0, -81.0)",1960-05-31,4.57,0.09233333333333334,34.18759689922479,2.3916666666666666,25.877209302325575
"(25.0, -81.0)",1960-07-31,4.57,0.0,36.23555555555556,2.3916666666666666,29.796666666666663
"(25.0, -81.0)",1960-08-31,4.57,0.09233333333333334,35.47352941176471,2.3916666666666666,29.629411764705882
"(25.0, -81.0)",1960-09-30,4.57,0.09233333333333334,35.57,2.3916666666666666,29.457142857142856
"(25.0, -81.0)",1961-03-31,4.57,0.09233333333333334,34.353,2.3916666666666666,21.8
"(25.0, -81.0)",1961-04-30,4.57,0.09233333333333334,36.242,2.3916666666666666,26.22
"(25.0, -81.0)",1961-05-31,4.57,0.09233333333333334,35.663500000000006,2.3916666666666666,28.35388888888889
"(25.0, -81.0)",1962-04-30,4.57,0.09233333333333334,36.32000000000001,2.3916666666666666,24.7
"(25.0, -81.0)",1962-06-30,4.57,0.09233333333333334,36.0975,2.3916666666666666,27.628333333333334
"(25.0, -81.0)",1964-11-30,4.57,0.09233333333333334,36.077,2.3916666666666666,26.07
"(25.0, -81.0)",1964-12-31,4.57,0.09233333333333334,36.236,2.3916666666666666,24.42
"(25.0, -81.0)",1965-08-31,4.57,0.09233333333333334,36.177,2.3916666666666666,29.33
"(25.0, -81.0)",1965-11-30,4.57,0.09233333333333334,36.295,2.3916666666666666,27.22
"(25.0, -81.0)",1966-01-31,4.57,0.09233333333333334,36.19,2.3916666666666666,23.68
